radius_m,flux_radius_m,phi_rad,theory_delta_R_per_alpha_m,fit_delta_R_per_alpha_m,theory_delta_Z_per_alpha_m,fit_delta_Z_per_alpha_m
0.011906558436971536,0.011906558436971536,1.5462526341887264,0.0022737294353766977,0.00010578335866812074,3.580130137123377e-05,1.015702323375679e-06
0.011906558436971536,0.011906558436971536,1.5585244804918115,0.0022743411101316764,0.00010603850046905453,1.7932527327855058e-05,5.092983453301452e-07
0.011906558436971536,0.011906558436971536,1.5707963267948966,0.002274341110131677,0.00010612379519074452,-9.33012767658727e-18,2.5436434625146786e-21
0.011906558436971536,0.011906558436971536,1.5830681730979816,0.0022743411101316773,0.00010603850046905453,-1.7932527327873717e-05,-5.092983453338612e-07
0.011906558436971536,0.011906558436971536,1.5953400194010667,0.0022737294353766986,0.00010578335866812074,-3.58013013712519e-05,-1.0157023233704453e-06
0.011906558436971536,0.011906558436971536,1.607611865704152,0.002272894581994904,0.00010536057213843535,-5.364681408110165e-05,-1.5163821906206185e-06
0.011906558436971536,0.011906558436971536,1.6198837120072371,0.0022718922204127273,0.00010477372992558998,-7.144129383001405e-05,-2.0086326037860935e-06
0.011906558436971536,0.011906558436971536,1.6321555583103222,0.002270211450619005,0.00010402768919162144,-8.902909008713144e-05,-2.4899230153896307e-06
0.011906558436971536,0.011906558436971536,1.6444274046134073,0.002268530680825283,0.00010312841632765867,-0.00010661688634424883,-2.957934761628179e-06
0.011906558436971536,0.011906558436971536,1.6566992509164924,0.0022662758703170804,0.00010208279466019053,-0.0001239267587308242,-3.410581786436507e-06
0.011906558436971536,0.011906558436971536,1.6689710972195777,0.0022637297555657084,0.00010089840676085016,-0.00014109559512339343,-3.846013016267152e-06
0.011906558436971536,0.011906558436971536,1.6812429435226628,0.0022610692884366666,9.958330081443395e-05,-0.00015819157885329897,-4.262595617190384e-06
0.011906558436971536,0.011906558436971536,1.6935147898257479,0.002257634743674168,9.814575056870571e-05,-0.0001747944060974831,-4.658879656062269e-06
0.011906558436971536,0.011906558436971536,1.705786636128833,0.0022542001989116693,9.659401916439555e-05,-0.00019139723334166722,-5.03354596169085e-06
0.011906558436971536,0.011906558436971536,1.718058482431918,0.0022502253239722178,9.49361362304254e-05,-0.00020758662019136785,-5.385340181454629e-06
0.011906558436971536,0.011906558436971536,1.7303303287350031,0.002245881223411848,9.317969755168102e-05,-0.00022349348943817148,-5.712997061078162e-06
0.011906558436971536,0.011906558436971536,1.7426021750380885,0.0022414822710575336,9.133169502692494e-05,-0.0002393523781139965,-6.015159793001597e-06
0.011906558436971536,0.011906558436971536,1.7548740213411735,0.0022362148319657535,8.939838346303358e-05,-0.00025445157441598856,-6.2902998192950606e-06
0.011906558436971536,0.011906558436971536,1.7671458676442586,0.0022309473928739734,8.738518898834439e-05,-0.0002695507707179806,-6.536642707692253e-06
0.011906558436971536,0.011906558436971536,1.7794177139473437,0.0022251943032824107,8.529666195223347e-05,-0.00028417696297149846,-6.752105621759416e-06
0.011906558436971536,0.011906558436971536,1.7916895602504288,0.00221900137927595,8.313647529536131e-05,-0.00029837477419998305,-6.9342514878629315e-06
0.011906558436971536,0.011906558436971536,1.8039614065535141,0.002212808455269489,8.090746718723473e-05,-0.0003125725854284679,-7.0802642222937415e-06
